,song title,lyrics,artist,genre
8,Runaway,"[Intro]
Look at ya, look at ya, look at ya, look at ya
Look at ya, look at ya, look at ya, look at ya
Look at ya, look at ya, look at ya, look at ya
Look at ya, look at ya, look at ya, look at ya (Ladies and gentlemen, ladies, ladies and gentlemen)

[Pre-Chorus]
And I always find, yeah, I always find something wrong
You been puttin' up with my shit just way too long
I'm so gifted at finding what I don't like the most
So I think it's time for us to have a toast

[Chorus]
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby, I got a plan
Run away fast as you can

[Verse 1]
She find pictures in my email
I sent this bitch a picture of my dick
I don't know what it is with females
But I'm not too good at that shit
See, I could have me a good girl
And still be addicted to them hoodrats
And I just blame everything on you
At least you know that's what I'm good at

[Pre-Chorus]
And I always find, yeah, I always find
Yeah, I always find something wrong
You been puttin' up with my shit just way too long
I'm so gifted at finding what I don't like the most
So I think it's time for us to have a toast

[Chorus]
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby, I got a plan
Run away fast as you can

[Bridge]
Run away from me, baby
Ah, run away
Run away from me, baby (Look at ya, look at ya, look at ya)
Run away
When it starts to get crazy (Look at ya, look at ya, look at ya)
Then run away
Babe, I got a plan, run away as fast as you can
Run away from me, baby
Run away
Run away from me, baby (Look at, look at, look at, look at, look at, look at, look at ya)
Run away
When it starts to get crazy (Look at ya, look at ya, look at ya, look at ya)
Why can't she just run away?
Baby, I got a plan
Run away as fast as you can (Look at ya, look at ya, look at ya)

[Verse 2]
Twenty-four seven, three sixty-five, pussy stays on my mind
I-I-I-I did it, alright, alright, I admit it
Now pick your next move, you could leave or live with it
Ichabod Crane with that motherfuckin' top off
Split and go where? Back to wearing knockoffs?
Haha, knock it off, Neimans, shop it off
Let's talk over mai tais, waitress, top it off
Hoes like vultures, wanna fly in your Freddy loafers
You can't blame 'em, they ain't never seen Versace sofas
Every bag, every blouse, every bracelet
Comes with a price tag, baby, face it
You should leave if you can't accept the basics
Plenty hoes in the baller-nigga matrix
Invisibly set, the Rolex is faceless
I'm just young, rich, and tasteless, P

[Verse 3]
Never was much of a romantic
I could never take the intimacy
And I know I did damage
'Cause the look in your eyes is killing me
I guess you knew of that advantage
'Cause you could blame me for everything
And I don't know how I'ma manage
If one day, you just up and leave

[Pre-Chorus]
And I always find, yeah, I always find something wrong
You been puttin' up with my shit just way too long
I'm so gifted at finding what I don't like the most
So I think it's time for us to have a toast

[Chorus]
Let's have a toast for the douchebags
Let's have a toast for the assholes
Let's have a toast for the scumbags
Every one of them that I know
Let's have a toast for the jerk-offs
That'll never take work off
Baby, I got a plan
Run away fast as you can

[Outro]
[Non-Lyrical Vocals]",Kanye West,Rap
9,All Mine,"[Chorus]
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle

[Bridge]
Fuck it up, fuck it up
Pussy good, go 'n back it up
Pipe her up, I'ma pipe her up
Make her mine, I done fell in love
Juicy thing, make that pussy sing
One more time, baby, do it big
Make it cry, come boohoo this shit

[Chorus]
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle

[Verse 1]
If I pull up with a Kerry Washington
That's gon' be an enormous scandal
I could have Naomi Campbell
And still might want me a Stormy Daniels
Sometimes you gotta bag the boss up
I call that takin' Corey Gambles
Find yourself up in the food court
You might have to enjoy a sample
All these thots on Christian Mingle
Almost what got Tristan single
If you don't ball like him or Kobe
Guarantee that bitch gonna leave you
Ayy, time is extremely valuable
And I prefer to waste it on girls that's basic
That's just some Ye shit
Right now, let's do what we want
Let's have a threesome]
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle
Get the genie out the bottle

[Verse 2]
Let me hit it raw like fuck the outcome
Ayy, none of us'd be here without cum
Ayy, if it ain't all about the income
Ayy, ayy, let me see you go ahead and spend some
Ayy, if you drivin' 'round in some Dri-Fit
Ayy, I'ma think that you the type to dry snitch
Hm, mhm, if I see you pull up with the three stripes
Ayy, ayy, I'ma fuck around and make you my bitch

[Chorus]
Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle
Get the genie out the bottle",Kanye West,Rap
10,Famous,"[Intro]
Man, I can understand how it might be
Kinda hard to love a girl like me
I don't blame you much for wanting to be free
I just wanted you to know
Swizz told me let the beat rock

[Verse 1]
For all my Southside niggas that know me best
I feel like me and Taylor might still have sex
Why? I made that bitch famous (Goddamn)
I made that bitch famous
For all the girls that got dick from Kanye West
If you see 'em in the streets give 'em Kanye's best
Why? They mad they ain't famous (Goddamn)
They mad they still nameless (Talk that talk, man)
Her man in the store tryna try his best
But he just can't seem to get Kanye fresh
But we still hood famous (Goddamn)
Yeah, we still hood famous

[Chorus]
I just wanted you to know
I've loved you better than your own kin did
From the very start
I don't blame you much for wanting to be free
Wake up, Mr. West! Oh, he's up!
I just wanted you to know

[Verse 2]
I be Puerto Rican day parade floatin'
That Benz Marina Del Rey coastin'
She in school to be a real estate agent
Last month I helped her with the car payment
Young and we alive, whoo!
We never gonna die, whoo!
I just copped a jet to fly over personal debt
Put one up in the sky
The sun is in my eyes, whoo!
Woke up and felt the vibe, whoo!
No matter how hard they try, whoo!
We never gonna die

[Chorus]
I just wanted you to know
Get 'em!

[Bridge]
Bam, 'ey 'ey 'ey
Bam bam, bam, bam bam dilla
Bam bam 'ey 'ey 'ey
What a bam, bam, bam bam dilla
How you feeling right now? Let me see your lighters in the air
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam
Let me see your middle finger in the air
Bam 'ey 'ey 'ey
Bam bam, bam, bam bam dilla
Let me see you act up in this motherfucker
Bam bam 'ey 'ey 'ey
What a bam, bam, bam bam dilla
How you feelin', how you feelin', how you feelin' in this mother fucker, god damn
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam
One thing you can't do is stop us now
Bam 'ey 'ey 'ey
Bam bam bam, bam bam dilla
Ayy, you can't stop the thing now
Bam bam 'ey 'ey 'ey
What a bam, bam, bam bam dilla
Man, it's way too late, it's way too late, it's way too late, you can't fuck with us
Bam bam, 'ey 'ey 'ey 'ey 'ey
Bam bam, 'ey 'ey 'ey
What a bam
To the left, to the right
Bam 'ey 'ey 'ey
Bam bam bam, bam bam dilla
I wanna see everybody hands in the air like this
Bam bam 'ey 'ey 'ey
What a bam, bam, bam bam dilla
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam, bam

[Outro]
I just wanted you to know
I loved you better than your own kin did
From the very start
I don't blame you much for wanting to be free
I just wanted you to know

[Produced by Kanye West, Charlie Heat, Havoc & Noah Goldstein]",Kanye West,Rap
11,POWER,"[Intro]
I'm living in that 21st century, doing something mean to it
Do it better than anybody you ever seen do it
Screams from the haters got a nice ring to it
I guess every superhero need his theme music

[Chorus]
No one man should have all that power
The clock’s ticking, I just count the hours
Stop tripping, I'm tripping off the power
(21st-century schizoid man)

[Verse 1]
The system broken, the school's closed, the prison's open
We ain't got nothing to lose, motherfucker, we rolling
Huh? Motherfucker, we rolling
With some light-skinned girls and some Kelly Rowlands
In this white man world, we the ones chosen
So goodnight, cruel world, I'll see you in the morning
Huh? I'll see you in the morning
This is way too much, I need a moment

[Chorus]
No one man should have all that power
The clock's ticking, I just count the hours
Stop tripping, I'm tripping off the power
'Til then, fuck that, the world's ours
And they say, and they say
And they say, and they say
And they say, and they say
(21st-century schizoid man)

[Verse 2]
Fuck SNL and the whole cast
Tell them Yeezy said they can kiss my whole ass
More specifically, they can kiss my asshole
I'm an asshole? You niggas got jokes
You short-minded niggas' thoughts is Napoleon
My furs is Mongolian, my ice brought the goalies in
I embody every characteristic of the egotistic
He knows he's so fuckin' gifted
I just needed time alone with my own thoughts
Got treasures in my mind, but couldn't open up my own vault
My childlike creativity, purity, and honesty
Is honestly being crowded by these grown thoughts
Reality is catching up with me
Taking my inner child, I'm fighting for custody
With these responsibilities that they entrusted me
As I look down at my diamond-encrusted piece

[Chorus]
Thinking no one man should have all that power
The clock's ticking, I just count the hours
Stop tripping, I'm tripping off the powder
'Til then, fuck that, the world’s ours
And they say, and they say
And they say, and they say
And they say, and they say
(21st-century schizoid man)

[Verse 3]
Colin Powells, Austin Powers
Lost in translation with a whole fuckin' nation
They say I was the abomination of Obama's nation
Well, that's a pretty bad way to start the conversation
At the end of the day, goddamnit, I'm killing this shit
I know damn well y'all feeling this shit
I don't need your pussy, bitch, I'm on my own dick
I ain't gotta power trip, who you goin' home with?
How Ye doing? I'm survivin'
I was drinkin' earlier, now I'm drivin'
Where the bad bitches, huh? Where you hidin'?
I got the power make your life so excitin'

[Outro]
Now this will be a beautiful death
I'm jumping out the window, I'm letting everything go
I'm letting everything go
Mmm, now this will be a beautiful death
I'm jumping out the window, I'm letting everything go
I'm letting everything go
Now this will be a beautiful death
Jumping out the window, letting everything go
Letting everything go
You got the power to let power go?
(21st-century schizoid man)",Kanye West,Rap
12,No More Parties in LA,"[Intro]
La-di-da-da-a, da-a (I like this flavor)
La-da-da-da-di-da-da-a, la-a (La-a, la-a, la-a)
Let me tell you, I'm out here
From a very far away place
All for a chance to be a star
Nowhere seems to be too far

[Chorus]
No more parties in L.A.
Please, baby, no more parties in L.A., uh
No more parties in L.A.
Please, baby, no more parties in L.A., uh
No more (Los Angeles)
Please (Shake that body, party that bod-)
Please (Shake that body, party that bod-)
Please (Shake that body, party that body)

[Verse 1]
Hey, baby, you forgot your Ray Bans
And my sheets still orange from your spray-tan
It was more than soft porn for the K-Man
She remember my Sprinter, said ""I was in the grape van""
Uhm—well, cutie, I like your bougie booty
Come, Erykah Badu-me—well, let's make a movie
Hell, you know my repertoire is like a wrestler
I show you the ropes, connect the dots
A country girl that love Hollywood
Mama used to cook red beans and rice
Now it's Denny's, 4 in the morning, spoil your appetite
Liquor pouring and niggas swarming your section with erection
Smoke in every direction, middle finger pedestrians
R&B singers and lesbians, rappers and managers
Music and iPhone cameras
This shit unanimous for you, it's damaging for you, I think
That pussy should only be holding exclusive rights to me, I mean
He flew you in this motherfucker on first class
Even went out his way so you could check in an extra bag
Now you wanna divide the yam like it equate the math?
That shit don't add up, you're making him mad as fuck
She said she came out here to find an A-list rapper
I said baby, ""Spin that 'round and say the alphabet backwards""
You're dealing with malpractice, don't kill a good nigga's confidence
Just 'cause he a nerd and you don't know what a condom is
The head still good, though; the head still good, though
Make me say ""Nam Myoho Renge Kyo""
Make a nigga say big words and act lyrical
Make me get spiritual, make me believe in miracles
Buddhist monks and Cap'n Crunch cereal
Lord have mercy, thou will not hurt me
Five buddies all herded up on a Thursday
Bottle service, head service, I came in first place
The opportunity, the proper top of breast and booty cheek
The pop community, I mean these bitches come with union fee
And I want two of these, moving units through consumer streets
Then my shoe released, she was kickin' in gratuity
And yeah, G, I was all for it
She said, ""K-Lamar, you kinda dumb to be a poet
I'ma put you on game for the lames that don't know they a rookie
Instagram is the best way to promote some pussy""

[Chorus]
Scary, scary
No more parties in L.A.
Please, baby, no more parties in L.A.

[Verse 2]
Friday night, tryna make it into the city
Breakneck speeds, passenger seat—somethin' pretty
Thinking back to how I got here in the first place
Second-class bitches wouldn't let me on first base
A backpack nigga with luxury tastebuds
And the Louis Vuitton store got all of my pay stubs
Got pussy from beats I did for niggas more famous
When did I become A-list? I wasn't even on a list
Strippers get invited to where they only got hired
When I get on my Steve Jobs, somebody gon' get fired
I was uninspired since Lauryn Hill retired
And 3 Stacks, man, you preaching to the choir
Any rumor you ever heard about me was true and legendary
I done got Lewinsky'd and paid secretaries
For all my niggas with babies by bitches
That use they kids as meal tickets
Not knowin' the disconnect from the father
The next generation will be the real victims
I can't fault 'em, really
I remember Amber told my boy
No matter what happens, she ain't goin' back to Philly
Back to our regularly scheduled programmin'
Of weak content and slow jammin'
But don't worry, this one's so jammin'
You know it, L.A., it's so jammin'
I be thinkin' every day
Mulholland Drive need to put up some goddamn barricades
I be paranoid every time, the pressure
The problem ain't I be drivin', the problem is I be textin'
My psychiatrist got kids that I inspired
First song they played for me was 'bout their friend that just died
Textin' and drivin' down Mulholland Drive
That's why I'd rather take the 405
I be worried 'bout my daughter, I be worried 'bout Kim
But Saint is baby 'Ye, I ain't worried 'bout him
Had my life threatened by best friends with selfish intents
What I'm supposed to do?
Ride around with a bulletproof car and some tints?
Every agent I know, know I hate agents
I'm too black, I'm too vocal, I'm too flagrant
Something smellin' like shit, that's the new fragrance
It's just me, I do it my way, bitch
Some days I'm in my Yeezys, some days I'm in my Vans
If I knew y'all made plans, I wouldn't have popped the Xans
I know some fans thought I wouldn't rap like this again
But the writer's block is over; emcees, cancel your plans
A 38-year-old 8-year-old with rich nigga problems
Tell my wife that I hate the Rolls so I don't never drive it
It took six months to get the Maybach all matted out
And my assistant crashed it soon as they backed it out
Goddamn! Got a bald fade, I might slam
Pink fur, got Nori dressin' like Cam
Thank God for me! (Los Angeles)
Whole family gettin' money, thank God for E!
I love rockin' jewelry, a whole neckful
Bitches say he fun-ny and disrespectful
I feel like Pablo when I'm workin' on my shoes
I feel like Pablo when I see me on the news
I feel like Pablo when I'm workin' on my house
Tell 'em party's in here, we don't need to go out
We need the turbo thots, high speed, turbo thots
Drop-dro-dro-dro-drop, like Robocop
She brace herself and hold my stomach, good dick'll do that
She keep pushin' me back, good dick'll do that
She push me back when the dick go too deep
This good dick'll put your ass to sleep
Get money (Money, money, money)!
Big, big money (Money, money, money!)
And as far as real friends, tell all my cousins I love 'em
Even the one that stole the laptop, you dirty motherfucker!

[Bridge]
I just keep on lovin' you, baby
And there's no one else I know can take your pla-, pla-, pla-

[Chorus]
Please, no more parties in L.A. (Shake that body, party that body)
Please, baby, no more parties in L.A., uh (Shake that body, party that body)
No more parties in L.A. (Los Angeles)
Please, baby, no more parties in L.A., uh
No more parties in L.A
Please, baby, no more parties in L.A., uh

[Outro]
Let me tell you, I'm out here from a very far away place
All for a chance to be a star
Nowhere seems to be too far
Swish

[Produced by Madlib and Kanye West]",Kanye West,Rap
13,Real Friends,"[Verse 1]
Real friends, how many of us?
How many of us, how many jealous? Real friends
It's not many of us, we smile at each other
But how many honest? Trust issues
Switched up the number, I can't be bothered
I cannot blame you for havin' an angle
I ain't got no issues, I'm just doin' my thing
Hope you're doin' your thing too
I'm a deadbeat cousin, I hate family reunions
Fuck the church up by drinkin' at the communion
Spillin' free wine, now my tux is ruined
In town for a day, what the fuck we doin'?
Who your real friends? We all came from the bottom
I'm always blamin' you, but what's sad, you not the problem
Damn I forgot to call her, shit I thought it was Thursday
Why you wait a week to call my phone in the first place?
When was the last time I remembered a birthday?
When was the last time I wasn't in a hurry?

[Bridge]
Tell me you want your tickets when it's gametime
Even to call your daughter on her FaceTime
Even when we was young I used to make time
Now we be way too busy just to make time
Even for my...

[Chorus]
Real friends
I guess I get what I deserve, don't I?
Word on the streets is they ain't heard from him
I guess I get what I deserve, don't I?
Talked down on my name, throwed dirt on him

[Verse 2]
I couldn't tell you how old your daughter was (Was)
Couldn't tell you how old your son is (Is)
I got my own Jr. on the way, dawg (Dawg)
Plus I already got one kid (Kid)
Couldn't tell you much about the fam though
I just showed up for the yams though
Maybe 15 minutes, took some pictures with your sister
Merry Christmas, then I'm finished, then it's back to business
You wanna ask some questions 'bout some real shit? (Shit)
Like I ain't got enough pressure to deal with (With)
Please don't pressure me with that bill shit (Shit)
Cause everybody got 'em that ain't children
Oh you've been nothin' but a friend to me
Niggas thinkin' I'm crazy, you defendin' me
It's funny I ain't spoke to niggas in centuries
To be honest, dawg, I ain't feelin' your energy
Money turn your kin into an enemy
Niggas ain't real as they pretend to be

[Verse 3]
Lookin' for real friends
How many of us? How many of us are real friends
To real friends, 'til the reel end
'Til the wheels fall off, 'til the wheels don't spin (Yeah yeah)
To 3 A.M., callin'
How many real friends?
Just to ask you a question
Just to see how you was feelin'
How many?
For the last you was frontin'
I hate when a nigga text you like, ""What's up, fam? Hope you good""
You say, ""I'm good, I'm great,"" the next text they ask you for somethin'
How many?
What's best for your family, immediate or extended
Any argument, the media'll extend it
I had a cousin that stole my laptop that I was fuckin' bitches on
Paid that nigga 250 thousand just to get it from him
Real friends
Huh?

[Chorus]
Real friends
I guess I get what I deserve, don't I
Word on the streets is they ain't heard from him
I guess I get what I deserve, don't I
Talked down on my name, throwed dirt on him",Kanye West,Rap
14,Wolves,"[Chorus]
Lost out, beat up
Dancin', down there
I found you, somewhere out
'Round 'round there, right right there
Lost and beat up
Down there, dancin'
I found you, somewhere out
Right down there, right 'round there

[Verse 1]
Lost and, found out
Turned out, how you thought
Daddy, found out
That you turned out, how you turned out
If mama knew now
How you turned out, you too wild
You too wild, you too wild
You too wild, I need you now
Love you (Got to)
Love you (Love you)
Found you, found you
Right now, right now
Right now, right now
If your mama knew how
You turned out, you too wild
You too wild, you too wild
You too wild, and I need you now
Lost and found out

[Verse 2]
Cry, I'm not sorry
Cry, who needs sorry when there's Hennessy?
Don't fool yourself
Your eyes don't lie, you're much too good to be true
Don't fire fight
Yeah, I feel you burning, everything's burning
Don't fly too high
Your wings might melt, you're much too good to be true
I'm just bad for you
I'm just bad, bad, bad for you

[Verse 3]
I was lost and beat up
Turned out, burned up
You found me, through a heartache
Didn't know me, you were drawn in
I was lost and beat up
I was warm flesh, unseasoned
You found me, in your gaze
Well, I found me, oh, Jesus
I was too wild, I was too wild
I was too wild, I was too wild
I was too wild, I was too wild

[Chorus]
And I need you now
Lost and found out
Yeah

[Verse 4]
You gotta let me know if I could be your Joseph
Only tell you real shit, that's the tea, no sip
Don't trip, don't trip, that pussy slippery, no whip
We ain't trippin' on shit, we just sippin' on this
Just forget the whole shit, we could laugh about nothin'
I impregnate your mind, let's have a baby without fuckin', yo
I know it's corny bitches you wish you could unfollow
I know it's corny niggas you wish you could unswallow
I know it's corny bitches you wish you could unfollow
I know it's corny niggas you wish you could unswallow
Ay, I know it's corny bitches you wish you could unfollow
I know it's corny niggas you wish you could unswallow
You tried to play nice, everybody just took advantage
You left your fridge open, somebody just took a sandwich
I said, ""Baby, what if you was clubbin'
Thuggin', hustlin' before you met your husband?""
Then I said, ""What if Mary was in the club
'Fore she met Joseph, around hella thugs?""
Cover Nori in lambs' wool
We surrounded by the fuckin' wolves
(What if Mary) ""What if Mary
(Was in the club) Was in the club
'Fore she met Joseph with no love?""
Cover Saint in lambs' wool
(And she was) We surrounded by
(Surrounded by) The fuckin' wolves",Kanye West,Rap
15,I Love Kanye,"[Verse]
I miss the old Kanye, straight from the Go Kanye
Chop up the soul Kanye, set on his goals Kanye
I hate the new Kanye, the bad mood Kanye
The always rude Kanye, spaz in the news Kanye
I miss the sweet Kanye, chop up the beats Kanye
I gotta say, at that time I'd like to meet Kanye
See, I invented Kanye, it wasn't any Kanyes
And now I look and look around and there's so many Kanyes
I used to love Kanye, I used to love Kanye
I even had the pink polo, I thought I was Kanye
What if Kanye made a song about Kanye
Called ""I Miss The Old Kanye""? Man, that'd be so Kanye
That's all it was Kanye, we still love Kanye
And I love you like Kanye loves Kanye [Laughter]",Kanye West,Rap
16,Gold Digger,"[Intro]
She take my money when I'm in need
Yeah, she's a triflin' friend indeed
Oh, she's a gold digger
Way over town that digs on me

[Chorus]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 1]
Cutie the bomb, met her at a beauty salon
With a baby Louis Vuitton under her underarm
She said]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 2]
Eighteen years, eighteen years
She got one of your kids, got you for eighteen years
I know somebody payin' child support for one of his kids
His baby mama car and crib is bigger than his
You will see him on TV any given Sunday
Win the Super Bowl and drive off in a Hyundai
She was supposed to buy your shorty Tyco with your money
She went to the doctor, got lipo with your money
She walkin' around lookin' like Michael with your money
Shoulda got that insured, Geico for your money
If you ain't no punk
Holla, ""We want prenup! We want prenup!"" (Yeah!)
It's somethin' that you need to have
‘Cause when she leave yo' ass, she gon' leave with half
Eighteen years, eighteen years
And on the 18th birthday, he found out it wasn't his?

[Chorus]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 3]
Now, I ain't sayin' you a gold digger, you got needs
You don't want a dude to smoke, but he can't buy weed
You go out to eat, he can't pay, y'all can't leave
There's dishes in the back, he gotta roll up his sleeves
But while y'all washin', watch him
He gon' make it to a Benz out of that Datsun
He got that ambition, baby, look at his eyes
This week he moppin' floors, next week it's the fries
So stick by his side
I know there's dudes ballin', and yeah, that's nice
And they gonna keep callin' and tryin', but you stay right, girl
And when he get on, he'll leave yo' ass for a white girl

[Chorus 2]
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Outro]
Let me hear that back",Kanye West,Rap
17,Ghost Town,"[Intro]
Some day, some day
Some day I'll, I wanna wear a starry crown

[Verse 1]
Some day, some day, some day
I wanna lay down, like God did, on Sunday
Hold up, hold up
Some day, some days, I remembered this on a Sunday
Back way, yeah, way, way, burning, mhm-mhm
Uh, some days, not gonna please everybody
Some days I wanna hit the red dot on everybody
Some days, ohh (Heatstroke)
Now that I'm livin' high, I'm smokin' marijuana
Now that I'm livin' high, I do whatever I wanna, oh, yeah

[Chorus]
I've been tryin' to make you love me
But everything I try just takes you further from me

[Verse 2]
Some day we gon' set it off
Some day we gon' get this off
Baby, don't you bet it all
On a pack of Fentanyl
You might think they wrote you off
They gon' have to rope me off
Someday the drama'll be gone
And they'll play this song on and on
Sometimes I take all the shine
Talk like I drank all the wine
Years ahead but way behind
I'm on one, two, three, four, five
No half-truths, just naked minds
Caught between space and time
This not what we had in mind
But maybe some day

[Chorus]
I've been tryin' to make you love me
But everything I try just takes you further from me

[Outro]
Woah, once again I am a child
I let it all go, of everything that I know, yeah
Of everything that I know, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free",Kanye West,Rap
18,Pt. 2,"[Intro]
Faaaaaaaa— (Perfect)
Faaaaaaaa—
Faaaaaaaa—
Faaaaaaaa—
I told, I told, ayy-ayy, I told you

[Verse 1]
Up in the mornin', miss you bad
Sorry I ain't call you back, same problem my father had
All this time, all he had, all he had
And what he dreamed, all his cash
Market crashed, hurt him bad
People get divorced for that
Dropped some stacks, pops is good
Mama passed in Hollywood
If you ask, lost my soul
Drivin' fast, lost control
Off the road, jaw was broke
'Member we all was broke
'Member I'm comin' back
I'll be takin' all the stacks, oh

[Verse 2]
I got broads in Atlanta
Twistin' dope, lean, and the Fanta
Stacks, oh
Credit cards and the scammers
Hittin' off licks in the bando
Takin' all the stacks, oh
Black X6, Phantom
White X6 looks like a panda
Stacks, oh
Going out like I'm Montana
Hundred killers, hundred hammers
Black X6, Phantom
White X6, panda
Pockets swole, Danny
Sellin' bar, candy
Man I'm the macho like Randy
The choppa go Oscar for Grammy
Bitch nigga, pull up ya panty
Hope you killas understand me

[Chorus]
I just wanna feel liberated, I, I, I (Hey)
I just wanna feel liberated, I, I, I (Panda)
Panda, panda, panda, panda
Takin' all the stacks, oh
Panda, panda, panda
Stacks, oh
Takin' all the stacks, oh

[Verse 3]
I got broads in Atlanta
Twist the dope, lean and shit, sippin' Fanta
Stacks, oh
Credit cards and the scammers
Wake up Versace, shit life Desiigner
Takin' all the stacks, oh
Whole bunch of lavish shit
They be askin' 'round town who be clappin' shit
I be pullin' up stuff in the Phantom ship
I got plenty of stuff of Bugatti, whip look how I try this shit
Black X6, Phantom
White X6, killin' on camera

[Interlude]
My joy

[Bridge]
How can I find you?
Who do you turn to?
How do I bind you?

[Outro]
If I don't turn to you
No other help I know, I stretch my hands",Kanye West,Rap
19,FML,"[Verse 1]
I been waiting for a minute
For my lady
So I can't jeopardize that for one of these hoes
I been livin' without limits
As far as my business
I'm the only one that's in control
I been feeling all I've given
For my children
I will die for those I love
God, I'm willing
To make this my mission
Give up the women
Before I lose half of what I own
I been thinking
' Bout my vision
Pour out my feelings
Revealing the layers to my soul
My soul
The layers to my soul
Revealing the layers to my soul

[Chorus]
They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me

[Verse 2]
See, before I let you go
One last thing I need to let you know
You ain't never seen nothing crazier than
This nigga when he off his Lexapro
Remember that last time in Mexico?
Remember that last time, the episode?
Asking me why the hell I text in code?
Four times just to say, ""Don't text me, ho""
Told you four times, ""Don't test me, ho""
And we finna lose all self-control
But you ain't finna be raising your voice at me
Especially when we in the Giuseppe store
But I'ma have the last laugh in the end
'Cause I'm from a tribe called check a ho
Yeah, I'ma have to laugh in the end
'Cause I'm from a tribe called check a ho
And I...

[Chorus]
They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me
They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me

[Outro]
See through the veil
And forget all of your cares
Throw them
Throw them away
Don't stop your loving
Don't stop for nothing
No, not for nothing
They don't wanna see me love you
Don't now, don't stop it
They always love it
They always wanna
They don't wanna see me love you
See through the veil
They don't wanna see me love you
And forget all your cares
They don't wanna see me love you
Throw them
Throw them away
Ooh, life's a feeling and
Ooh, the body is a feeling, yeah",Kanye West,Rap
